MovieTitle,ScriptLink,ProductionBudget,DomesticGross,WorldwideGross
marvin's room,marvin's-room.html," $23,000,000"," $12,803,305"," $12,803,305"
coco avant chanel,coco-avant-chanel.html," $23,000,000"," $6,113,834"," $6,113,834"
ghost,ghost.html," $22,000,000"," $217,631,306"," $217,631,306"
there's something about mary,there's-something-about-mary.html," $22,000,000"," $176,484,651"," $176,484,651"
the game plan,the-game-plan.html," $22,000,000"," $90,648,202"," $90,648,202"
gandhi,gandhi.html," $22,000,000"," $52,767,889"," $52,767,889"
i am sam,i-am-sam.html," $22,000,000"," $40,270,895"," $40,270,895"
the informant!,the-informant!.html," $22,000,000"," $33,316,821"," $33,316,821"
jay and silent bob strike back,jay-and-silent-bob-strike-back.html," $22,000,000"," $30,059,386"," $30,059,386"
the transporter refueled,the-transporter-refueled.html," $22,000,000"," $16,029,670"," $16,029,670"
the island,the-island.html," $22,000,000"," $15,716,828"," $15,716,828"
silver linings playbook,silver-linings-playbook.html," $21,000,000"," $132,092,958"," $132,092,958"
pet sematary,pet-sematary.html," $21,000,000"," $54,724,696"," $54,724,696"
death at a funeral,death-at-a-funeral.html," $21,000,000"," $42,739,347"," $42,739,347"
the transporter,the-transporter.html," $21,000,000"," $25,296,447"," $25,296,447"
tinker tailor soldier spy,tinker-tailor-soldier-spy.html," $21,000,000"," $24,149,393"," $24,149,393"
the rage: carrie 2,the-rage:-carrie-2.html," $21,000,000"," $17,760,244"," $17,760,244"
away we go,away-we-go.html," $21,000,000"," $9,451,946"," $9,451,946"
existenz,existenz.html," $20,700,000"," $2,840,417"," $2,840,417"
raiders of the lost ark,raiders-of-the-lost-ark.html," $20,000,000"," $225,686,079"," $225,686,079"
beauty and the beast,beauty-and-the-beast.html," $20,000,000"," $206,333,165"," $206,333,165"
la la land,la-la-land.html," $20,000,000"," $151,101,803"," $151,101,803"
the silence of the lambs,the-silence-of-the-lambs.html," $20,000,000"," $130,726,716"," $130,726,716"
jaws 2,jaws-2.html," $20,000,000"," $102,922,376"," $102,922,376"
are we there yet?,are-we-there-yet?.html," $20,000,000"," $82,674,398"," $82,674,398"
the descendants,the-descendants.html," $20,000,000"," $82,624,961"," $82,624,961"
disturbia,disturbia.html," $20,000,000"," $80,818,974"," $80,818,974"
tyler perryâs boo! a madea halloween,tyler-perryâs-boo!-a-madea-halloween.html," $20,000,000"," $73,206,343"," $73,206,343"
obsessed,obsessed.html," $20,000,000"," $68,261,644"," $68,261,644"
tyler perry's madea's witness protection,tyler-perry's-madea's-witness-protection.html," $20,000,000"," $65,653,242"," $65,653,242"
12 years a slave,12-years-a-slave.html," $20,000,000"," $56,671,993"," $56,671,993"
edward scissorhands,edward-scissorhands.html," $20,000,000"," $53,976,987"," $53,976,987"
tyler perryâs boo 2! a madea halloween,tyler-perryâs-boo-2!-a-madea-halloween.html," $20,000,000"," $47,319,572"," $47,319,572"
the tigger movie,the-tigger-movie.html," $20,000,000"," $45,542,421"," $45,542,421"
max,max.html," $20,000,000"," $42,656,255"," $42,656,255"
orphan,orphan.html," $20,000,000"," $41,596,251"," $41,596,251"
conan the barbarian,conan-the-barbarian.html," $20,000,000"," $38,264,085"," $38,264,085"
the american,the-american.html," $20,000,000"," $35,606,376"," $35,606,376"
eternal sunshine of the spotless mind,eternal-sunshine-of-the-spotless-mind.html," $20,000,000"," $34,366,518"," $34,366,518"
babel,babel.html," $20,000,000"," $34,302,837"," $34,302,837"
copycat,copycat.html," $20,000,000"," $32,051,917"," $32,051,917"
she's out of my league,she's-out-of-my-league.html," $20,000,000"," $32,010,860"," $32,010,860"
milk,milk.html," $20,000,000"," $31,841,299"," $31,841,299"
the debt,the-debt.html," $20,000,000"," $31,177,548"," $31,177,548"
ghost ship,ghost-ship.html," $20,000,000"," $30,113,491"," $30,113,491"
wild things,wild-things.html," $20,000,000"," $29,795,299"," $29,795,299"
high fidelity,high-fidelity.html," $20,000,000"," $27,277,055"," $27,277,055"
stick it,stick-it.html," $20,000,000"," $26,910,736"," $26,910,736"
from dusk till dawn,from-dusk-till-dawn.html," $20,000,000"," $25,728,961"," $25,728,961"
monte carlo,monte-carlo.html," $20,000,000"," $23,186,769"," $23,186,769"
psycho,psycho.html," $20,000,000"," $21,541,218"," $21,541,218"
into the wild,into-the-wild.html," $20,000,000"," $18,354,356"," $18,354,356"
fired up,fired-up.html," $20,000,000"," $17,231,291"," $17,231,291"
twilight,twilight.html," $20,000,000"," $15,055,091"," $15,055,091"
ghost town,ghost-town.html," $20,000,000"," $13,367,624"," $13,367,624"
the quiet american,the-quiet-american.html," $20,000,000"," $12,987,647"," $12,987,647"
triple 9,triple-9.html," $20,000,000"," $12,639,297"," $12,639,297"
three to tango,three-to-tango.html," $20,000,000"," $10,570,375"," $10,570,375"
death at a funeral,death-at-a-funeral.html," $20,000,000"," $8,580,428"," $8,580,428"
machete kills,machete-kills.html," $20,000,000"," $8,008,161"," $8,008,161"
a most violent year,a-most-violent-year.html," $20,000,000"," $5,749,134"," $5,749,134"
a scanner darkly,a-scanner-darkly.html," $20,000,000"," $5,501,616"," $5,501,616"
alone in the dark,alone-in-the-dark.html," $20,000,000"," $5,178,569"," $5,178,569"
the brothers bloom,the-brothers-bloom.html," $20,000,000"," $3,531,756"," $3,531,756"
"synecdoche, new york","synecdoche,-new-york.html"," $20,000,000"," $3,083,538"," $3,083,538"
equilibrium,equilibrium.html," $20,000,000"," $1,190,018"," $1,190,018"
the tempest,the-tempest.html," $20,000,000"," $277,943"," $277,943"
the touch,the-touch.html," $20,000,000", $0, $0
the thousand miles,the-thousand-miles.html," $20,000,000", $0, $0
the frozen ground,the-frozen-ground.html," $19,200,000", $0, $0
back to the future,back-to-the-future.html," $19,000,000"," $212,259,762"," $212,259,762"
dances with wolves,dances-with-wolves.html," $19,000,000"," $184,208,842"," $184,208,842"
bad teacher,bad-teacher.html," $19,000,000"," $100,292,856"," $100,292,856"
the shining,the-shining.html," $19,000,000"," $44,017,374"," $44,017,374"
"gone, baby, gone","gone,-baby,-gone.html"," $19,000,000"," $20,300,218"," $20,300,218"
sex drive,sex-drive.html," $19,000,000"," $8,402,485"," $8,402,485"
take me home tonight,take-me-home-tonight.html," $19,000,000"," $6,928,068"," $6,928,068"
george a. romero's land of the dead,george-a.-romero's-land-of-the-dead.html," $18,975,000"," $20,700,082"," $20,700,082"
adaptation,adaptation.html," $18,500,000"," $22,498,520"," $22,498,520"
the invention of lying,the-invention-of-lying.html," $18,500,000"," $18,451,251"," $18,451,251"
fear and loathing in las vegas,fear-and-loathing-in-las-vegas.html," $18,500,000"," $10,680,275"," $10,680,275"
the hunt,the-hunt.html," $18,200,000", $0, $0
the mask,the-mask.html," $18,000,000"," $119,920,129"," $119,920,129"
big,big.html," $18,000,000"," $114,968,774"," $114,968,774"
legally blonde,legally-blonde.html," $18,000,000"," $96,493,426"," $96,493,426"
bad santa,bad-santa.html," $18,000,000"," $60,060,328"," $60,060,328"
predator,predator.html," $18,000,000"," $59,735,548"," $59,735,548"
amadeus,amadeus.html," $18,000,000"," $51,973,029"," $51,973,029"
prom night,prom-night.html," $18,000,000"," $43,869,350"," $43,869,350"
under the tuscan sun,under-the-tuscan-sun.html," $18,000,000"," $43,601,508"," $43,601,508"
birdman or (the unexpected virtue of ignorance),birdman-or-(the-unexpected-virtue-of-ignorance).html," $18,000,000"," $42,340,598"," $42,340,598"
peggy sue got married,peggy-sue-got-married.html," $18,000,000"," $41,382,841"," $41,382,841"
love the coopers,love-the-coopers.html," $18,000,000"," $26,302,731"," $26,302,731"
observe and report,observe-and-report.html," $18,000,000"," $24,007,324"," $24,007,324"
raging bull,raging-bull.html," $18,000,000"," $23,380,203"," $23,380,203"
young sherlock holmes,young-sherlock-holmes.html," $18,000,000"," $19,739,000"," $19,739,000"
127 hours,127-hours.html," $18,000,000"," $18,335,230"," $18,335,230"
life as a house,life-as-a-house.html," $18,000,000"," $15,652,637"," $15,652,637"
youth in revolt,youth-in-revolt.html," $18,000,000"," $15,285,588"," $15,285,588"
blow out,blow-out.html," $18,000,000"," $13,747,234"," $13,747,234"
the tailor of panama,the-tailor-of-panama.html," $18,000,000"," $13,491,653"," $13,491,653"
the legend of the lone ranger,the-legend-of-the-lone-ranger.html," $18,000,000"," $13,400,000"," $13,400,000"
the ice storm,the-ice-storm.html," $18,000,000"," $8,038,061"," $8,038,061"
nine 1/2 weeks,nine-1/2-weeks.html," $18,000,000"," $6,734,844"," $6,734,844"
the last station,the-last-station.html," $18,000,000"," $6,617,867"," $6,617,867"
dragonslayer,dragonslayer.html," $18,000,000"," $6,000,000"," $6,000,000"
ed wood,ed-wood.html," $18,000,000"," $5,828,466"," $5,828,466"
rocknrolla,rocknrolla.html," $18,000,000"," $5,700,626"," $5,700,626"
the salton sea,the-salton-sea.html," $18,000,000"," $676,698"," $676,698"
wolves,wolves.html," $18,000,000", $0, $0
day of the dead,day-of-the-dead.html," $18,000,000", $0, $0
superbad,superbad.html," $17,500,000"," $121,463,226"," $121,463,226"
hotel rwanda,hotel-rwanda.html," $17,500,000"," $23,519,128"," $23,519,128"
a quiet place,a-quiet-place.html," $17,000,000"," $188,024,361"," $188,024,361"
aliens,aliens.html," $17,000,000"," $85,160,248"," $85,160,248"
i know what you did last summer,i-know-what-you-did-last-summer.html," $17,000,000"," $72,250,091"," $72,250,091"
sideways,sideways.html," $17,000,000"," $71,502,303"," $71,502,303"
friday the 13th,friday-the-13th.html," $17,000,000"," $65,002,019"," $65,002,019"
evil dead,evil-dead.html," $17,000,000"," $54,239,856"," $54,239,856"
saw 3d,saw-3d.html," $17,000,000"," $45,710,178"," $45,710,178"
the hills have eyes,the-hills-have-eyes.html," $17,000,000"," $41,778,863"," $41,778,863"
smokin' aces,smokin'-aces.html," $17,000,000"," $35,662,731"," $35,662,731"
tron,tron.html," $17,000,000"," $26,918,576"," $26,918,576"
my life in ruins,my-life-in-ruins.html," $17,000,000"," $8,677,425"," $8,677,425"
genius,genius.html," $17,000,000"," $1,361,045"," $1,361,045"
my girl,my-girl.html," $16,500,000"," $58,011,485"," $58,011,485"
wall street,wall-street.html," $16,500,000"," $43,848,100"," $43,848,100"
sense and sensibility,sense-and-sensibility.html," $16,500,000"," $42,993,774"," $42,993,774"
dead poets society,dead-poets-society.html," $16,400,000"," $95,860,116"," $95,860,116"
dumb & dumber,dumb-&-dumber.html," $16,000,000"," $127,175,374"," $127,175,374"
when harry met sallyâ¦,when-harry-met-sallyâ¦.html," $16,000,000"," $92,823,546"," $92,823,546"
the verdict,the-verdict.html," $16,000,000"," $53,977,250"," $53,977,250"
moonrise kingdom,moonrise-kingdom.html," $16,000,000"," $45,512,466"," $45,512,466"
the artist,the-artist.html," $16,000,000"," $44,667,095"," $44,667,095"
the roommate,the-roommate.html," $16,000,000"," $37,300,107"," $37,300,107"
remember me,remember-me.html," $16,000,000"," $19,068,240"," $19,068,240"
jennifer's body,jennifer's-body.html," $16,000,000"," $16,204,793"," $16,204,793"
my stepmother is an alien,my-stepmother-is-an-alien.html," $16,000,000"," $13,854,000"," $13,854,000"
the thirteenth floor,the-thirteenth-floor.html," $16,000,000"," $11,810,854"," $11,810,854"
highlander,highlander.html," $16,000,000"," $5,900,000"," $5,900,000"
detroit rock city,detroit-rock-city.html," $16,000,000"," $4,217,115"," $4,217,115"
good,good.html," $16,000,000"," $31,631"," $31,631"
slither,slither.html," $15,250,000"," $7,802,450"," $7,802,450"
top gun,top-gun.html," $15,000,000"," $179,800,601"," $179,800,601"
the kingâs speech,the-kingâs-speech.html," $15,000,000"," $138,797,449"," $138,797,449"
american beauty,american-beauty.html," $15,000,000"," $130,058,047"," $130,058,047"
"crouching tiger, hidden dragon","crouching-tiger,-hidden-dragon.html"," $15,000,000"," $128,067,808"," $128,067,808"
twins,twins.html," $15,000,000"," $111,936,388"," $111,936,388"
scream,scream.html," $15,000,000"," $103,046,663"," $103,046,663"
lethal weapon,lethal-weapon.html," $15,000,000"," $65,192,350"," $65,192,350"
halloween,halloween.html," $15,000,000"," $58,269,151"," $58,269,151"
the queen,the-queen.html," $15,000,000"," $56,441,711"," $56,441,711"
little women,little-women.html," $15,000,000"," $50,003,303"," $50,003,303"
the deer hunter,the-deer-hunter.html," $15,000,000"," $50,000,000"," $50,000,000"
blackkklansman,blackkklansman.html," $15,000,000"," $49,275,340"," $49,275,340"
when a stranger calls,when-a-stranger-calls.html," $15,000,000"," $47,860,214"," $47,860,214"
big fat liar,big-fat-liar.html," $15,000,000"," $47,811,275"," $47,811,275"
wag the dog,wag-the-dog.html," $15,000,000"," $43,057,470"," $43,057,470"
wild,wild.html," $15,000,000"," $37,880,356"," $37,880,356"
the theory of everything,the-theory-of-everything.html," $15,000,000"," $35,893,537"," $35,893,537"
drive,drive.html," $15,000,000"," $35,060,689"," $35,060,689"
malibu's most wanted,malibu's-most-wanted.html," $15,000,000"," $34,308,901"," $34,308,901"
all about steve,all-about-steve.html," $15,000,000"," $33,862,903"," $33,862,903"
where the heart is,where-the-heart-is.html," $15,000,000"," $33,771,174"," $33,771,174"
the princess bride,the-princess-bride.html," $15,000,000"," $30,857,000"," $30,857,000"
clash of the titans,clash-of-the-titans.html," $15,000,000"," $30,000,000"," $30,000,000"
grosse pointe blank,grosse-pointe-blank.html," $15,000,000"," $28,084,357"," $28,084,357"
love and basketball,love-and-basketball.html," $15,000,000"," $27,441,122"," $27,441,122"
boogie nights,boogie-nights.html," $15,000,000"," $26,410,771"," $26,410,771"
nowhere to run,nowhere-to-run.html," $15,000,000"," $22,189,039"," $22,189,039"
the hills have eyes ii,the-hills-have-eyes-ii.html," $15,000,000"," $20,804,166"," $20,804,166"
the big lebowski,the-big-lebowski.html," $15,000,000"," $17,498,804"," $17,498,804"
the hurt locker,the-hurt-locker.html," $15,000,000"," $17,017,811"," $17,017,811"
whip it,whip-it.html," $15,000,000"," $13,077,184"," $13,077,184"
highlander: endgame,highlander:-endgame.html," $15,000,000"," $12,801,190"," $12,801,190"
confidence,confidence.html," $15,000,000"," $12,212,417"," $12,212,417"
brazil,brazil.html," $15,000,000"," $9,929,135"," $9,929,135"
black snake moan,black-snake-moan.html," $15,000,000"," $9,396,870"," $9,396,870"
mulholland drive,mulholland-drive.html," $15,000,000"," $7,219,578"," $7,219,578"
never let me go,never-let-me-go.html," $15,000,000"," $2,434,652"," $2,434,652"
the disappointments room,the-disappointments-room.html," $15,000,000"," $2,423,467"," $2,423,467"
groundhog day,groundhog-day.html," $14,600,000"," $70,906,973"," $70,906,973"
romeo+juliet,romeo+juliet.html," $14,500,000"," $46,338,728"," $46,338,728"
unforgiven,unforgiven.html," $14,400,000"," $101,157,447"," $101,157,447"
pretty woman,pretty-woman.html," $14,000,000"," $178,406,268"," $178,406,268"
slumdog millionaire,slumdog-millionaire.html," $14,000,000"," $141,330,703"," $141,330,703"
urban legend,urban-legend.html," $14,000,000"," $38,116,707"," $38,116,707"
the iron lady,the-iron-lady.html," $14,000,000"," $29,959,436"," $29,959,436"
"new york, new york","new-york,-new-york.html"," $14,000,000"," $13,800,000"," $13,800,000"
jason x,jason-x.html," $14,000,000"," $13,121,555"," $13,121,555"
a walk on the moon,a-walk-on-the-moon.html," $14,000,000"," $4,741,987"," $4,741,987"
margaret,margaret.html," $14,000,000"," $47,185"," $47,185"
reign of assassins,reign-of-assassins.html," $14,000,000", $0, $0
clueless,clueless.html," $13,700,000"," $56,598,476"," $56,598,476"
the ten commandments,the-ten-commandments.html," $13,500,000"," $85,400,591"," $85,400,591"
the last godfather,the-last-godfather.html," $13,400,000"," $164,247"," $164,247"
black swan,black-swan.html," $13,000,000"," $106,954,678"," $106,954,678"
save the last dance,save-the-last-dance.html," $13,000,000"," $91,038,276"," $91,038,276"
the butterfly effect,the-butterfly-effect.html," $13,000,000"," $57,924,679"," $57,924,679"
robocop,robocop.html," $13,000,000"," $53,424,681"," $53,424,681"
10 things i hate about you,10-things-i-hate-about-you.html," $13,000,000"," $38,177,966"," $38,177,966"
the big hit,the-big-hit.html," $13,000,000"," $27,066,941"," $27,066,941"
ex machina,ex-machina.html," $13,000,000"," $25,440,971"," $25,440,971"
being john malkovich,being-john-malkovich.html," $13,000,000"," $22,858,926"," $22,858,926"
the perks of being a wallflower,the-perks-of-being-a-wallflower.html," $13,000,000"," $17,742,948"," $17,742,948"
room,room.html," $13,000,000"," $14,677,674"," $14,677,674"
serial mom,serial-mom.html," $13,000,000"," $7,881,335"," $7,881,335"
light it up,light-it-up.html," $13,000,000"," $5,871,603"," $5,871,603"
birthday girl,birthday-girl.html," $13,000,000"," $4,919,896"," $4,919,896"
"paris, je t'aime","paris,-je-t'aime.html"," $13,000,000"," $4,857,374"," $4,857,374"
youth,youth.html," $13,000,000"," $2,703,296"," $2,703,296"
"i love you, phillip morris","i-love-you,-phillip-morris.html"," $13,000,000"," $2,037,459"," $2,037,459"
machete,machete.html," $12,500,000"," $26,593,646"," $26,593,646"
true romance,true-romance.html," $12,500,000"," $12,281,000"," $12,281,000"
glengarry glen ross,glengarry-glen-ross.html," $12,500,000"," $10,725,228"," $10,725,228"
casino jack,casino-jack.html," $12,500,000"," $2,039,869"," $2,039,869"
the land before time,the-land-before-time.html," $12,300,000"," $48,092,846"," $48,092,846"
jaws,jaws.html," $12,000,000"," $260,000,000"," $260,000,000"
the fault in our stars,the-fault-in-our-stars.html," $12,000,000"," $124,872,350"," $124,872,350"
american pie,american-pie.html," $12,000,000"," $101,800,948"," $101,800,948"
star trek ii: the wrath of khan,star-trek-ii:-the-wrath-of-khan.html," $12,000,000"," $78,912,963"," $78,912,963"
ace ventura: pet detective,ace-ventura:-pet-detective.html," $12,000,000"," $72,217,396"," $72,217,396"
witness,witness.html," $12,000,000"," $65,532,576"," $65,532,576"
step up,step-up.html," $12,000,000"," $65,328,121"," $65,328,121"
chronicle,chronicle.html," $12,000,000"," $64,575,175"," $64,575,175"
beavis and butt-head do america,beavis-and-butt-head-do-america.html," $12,000,000"," $63,118,386"," $63,118,386"
lion,lion.html," $12,000,000"," $51,739,495"," $51,739,495"
jackie brown,jackie-brown.html," $12,000,000"," $39,673,162"," $39,673,162"
crank,crank.html," $12,000,000"," $27,838,408"," $27,838,408"
casino royale,casino-royale.html," $12,000,000"," $22,744,718"," $22,744,718"
stir of echoes,stir-of-echoes.html," $12,000,000"," $21,133,087"," $21,133,087"
the boys from brazil,the-boys-from-brazil.html," $12,000,000"," $19,000,000"," $19,000,000"
max keeble's big move,max-keeble's-big-move.html," $12,000,000"," $17,292,381"," $17,292,381"
rachel getting married,rachel-getting-married.html," $12,000,000"," $12,796,861"," $12,796,861"
arbitrage,arbitrage.html," $12,000,000"," $7,919,574"," $7,919,574"
married life,married-life.html," $12,000,000"," $1,506,998"," $1,506,998"
welcome to collinwood,welcome-to-collinwood.html," $12,000,000"," $378,650"," $378,650"
life before her eyes,life-before-her-eyes.html," $12,000,000"," $303,439"," $303,439"
drive hard,drive-hard.html," $12,000,000", $0, $0
pet sematary,pet-sematary.html," $11,500,000"," $57,469,179"," $57,469,179"
star wars ep. iv: a new hope,star-wars-ep.-iv:-a-new-hope.html," $11,000,000"," $460,998,007"," $460,998,007"
gremlins,gremlins.html," $11,000,000"," $148,168,459"," $148,168,459"
the fighter,the-fighter.html," $11,000,000"," $93,617,009"," $93,617,009"
major league,major-league.html," $11,000,000"," $49,793,054"," $49,793,054"
phone booth,phone-booth.html," $11,000,000"," $46,566,212"," $46,566,212"
a walk to remember,a-walk-to-remember.html," $11,000,000"," $41,227,069"," $41,227,069"
cruel intentions,cruel-intentions.html," $11,000,000"," $38,665,260"," $38,665,260"
the secret life of bees,the-secret-life-of-bees.html," $11,000,000"," $37,780,486"," $37,780,486"
saw vi,saw-vi.html," $11,000,000"," $27,693,292"," $27,693,292"
barry lyndon,barry-lyndon.html," $11,000,000"," $20,000,000"," $20,000,000"
army of darkness,army-of-darkness.html," $11,000,000"," $11,502,976"," $11,502,976"
saw v,saw-v.html," $10,800,000"," $56,746,769"," $56,746,769"
alien,alien.html," $10,700,000"," $80,930,630"," $80,930,630"
poltergeist,poltergeist.html," $10,700,000"," $74,706,019"," $74,706,019"
darkness,darkness.html," $10,600,000"," $22,163,442"," $22,163,442"
2001: a space odyssey,2001:-a-space-odyssey.html," $10,500,000"," $59,936,321"," $59,936,321"
halloween,halloween.html," $10,000,000"," $159,342,015"," $159,342,015"
good will hunting,good-will-hunting.html," $10,000,000"," $138,433,435"," $138,433,435"
the grudge,the-grudge.html," $10,000,000"," $110,359,362"," $110,359,362"
saw iii,saw-iii.html," $10,000,000"," $80,238,724"," $80,238,724"
bring it on,bring-it-on.html," $10,000,000"," $68,353,550"," $68,353,550"
saw iv,saw-iv.html," $10,000,000"," $63,300,095"," $63,300,095"
precious (based on the novel push by sapphire),precious-(based-on-the-novel-push-by-sapphire).html," $10,000,000"," $47,566,524"," $47,566,524"
the best exotic marigold hotel,the-best-exotic-marigold-hotel.html," $10,000,000"," $46,383,639"," $46,383,639"
st. elmoâs fire,st.-elmoâs-fire.html," $10,000,000"," $37,800,000"," $37,800,000"
commando,commando.html," $10,000,000"," $35,073,978"," $35,073,978"
"everything, everything","everything,-everything.html"," $10,000,000"," $34,121,140"," $34,121,140"
friday after next,friday-after-next.html," $10,000,000"," $33,253,609"," $33,253,609"
the second best exotic marigold hotel,the-second-best-exotic-marigold-hotel.html," $10,000,000"," $33,078,266"," $33,078,266"
dogma,dogma.html," $10,000,000"," $30,651,422"," $30,651,422"
snatch,snatch.html," $10,000,000"," $30,093,107"," $30,093,107"
a low down dirty shame,a-low-down-dirty-shame.html," $10,000,000"," $29,317,886"," $29,317,886"
mud,mud.html," $10,000,000"," $21,590,086"," $21,590,086"
valentine,valentine.html," $10,000,000"," $20,384,136"," $20,384,136"
sugar hill,sugar-hill.html," $10,000,000"," $18,272,447"," $18,272,447"
rushmore,rushmore.html," $10,000,000"," $17,105,219"," $17,105,219"
tremors,tremors.html," $10,000,000"," $16,667,084"," $16,667,084"
my week with marilyn,my-week-with-marilyn.html," $10,000,000"," $14,597,405"," $14,597,405"
big eyes,big-eyes.html," $10,000,000"," $14,482,031"," $14,482,031"
get over it,get-over-it.html," $10,000,000"," $11,560,259"," $11,560,259"
the legend of drunken master,the-legend-of-drunken-master.html," $10,000,000"," $11,546,543"," $11,546,543"
office space,office-space.html," $10,000,000"," $10,827,813"," $10,827,813"
drop dead gorgeous,drop-dead-gorgeous.html," $10,000,000"," $10,571,408"," $10,571,408"
very bad things,very-bad-things.html," $10,000,000"," $9,949,470"," $9,949,470"
over her dead body,over-her-dead-body.html," $10,000,000"," $7,570,127"," $7,570,127"
bones,bones.html," $10,000,000"," $7,316,658"," $7,316,658"
cedar rapids,cedar-rapids.html," $10,000,000"," $6,861,102"," $6,861,102"
american history x,american-history-x.html," $10,000,000"," $6,719,864"," $6,719,864"
crash,crash.html," $10,000,000"," $3,357,324"," $3,357,324"
the limey,the-limey.html," $10,000,000"," $3,193,102"," $3,193,102"
peaceful warrior,peaceful-warrior.html," $10,000,000"," $2,893,666"," $2,893,666"
bamboozled,bamboozled.html," $10,000,000"," $2,185,266"," $2,185,266"
a better life,a-better-life.html," $10,000,000"," $1,759,252"," $1,759,252"
spider,spider.html," $10,000,000"," $1,641,788"," $1,641,788"
cecil b. demented,cecil-b.-demented.html," $10,000,000"," $1,276,984"," $1,276,984"
50 to 1,50-to-1.html," $10,000,000"," $1,069,454"," $1,069,454"
the ten commandments,the-ten-commandments.html," $10,000,000"," $952,820"," $952,820"
coriolanus,coriolanus.html," $10,000,000"," $749,641"," $749,641"
la femme de chambre du titanic,la-femme-de-chambre-du-titanic.html," $10,000,000"," $244,465"," $244,465"
welcome to the rileys,welcome-to-the-rileys.html," $10,000,000"," $152,857"," $152,857"
the open road,the-open-road.html," $10,000,000"," $19,716"," $19,716"
american heist,american-heist.html," $10,000,000", $0, $0
amour,amour.html," $9,700,000"," $6,738,954"," $6,738,954"
next friday,next-friday.html," $9,500,000"," $57,176,582"," $57,176,582"
you only live twice,you-only-live-twice.html," $9,500,000"," $43,100,000"," $43,100,000"
heavy metal,heavy-metal.html," $9,300,000"," $19,571,091"," $19,571,091"
set it off,set-it-off.html," $9,000,000"," $36,049,108"," $36,049,108"
harold & kumar go to white castle,harold-&-kumar-go-to-white-castle.html," $9,000,000"," $18,225,165"," $18,225,165"
boiler room,boiler-room.html," $9,000,000"," $16,963,963"," $16,963,963"
jackie,jackie.html," $9,000,000"," $13,960,394"," $13,960,394"
the legend of suriyothai,the-legend-of-suriyothai.html," $9,000,000"," $454,255"," $454,255"
heist,heist.html," $8,900,000"," $50,136"," $50,136"
election,election.html," $8,500,000"," $14,943,582"," $14,943,582"
the city of your final destination,the-city-of-your-final-destination.html," $8,300,000"," $493,296"," $493,296"
pulp fiction,pulp-fiction.html," $8,000,000"," $107,928,762"," $107,928,762"
easy a,easy-a.html," $8,000,000"," $58,401,464"," $58,401,464"
28 days laterâ¦,28-days-laterâ¦.html," $8,000,000"," $45,064,915"," $45,064,915"
50/50,50/50.html," $8,000,000"," $35,016,118"," $35,016,118"
brown sugar,brown-sugar.html," $8,000,000"," $27,362,712"," $27,362,712"
drive me crazy,drive-me-crazy.html," $8,000,000"," $17,843,379"," $17,843,379"
enough said,enough-said.html," $8,000,000"," $17,550,872"," $17,550,872"
american psycho,american-psycho.html," $8,000,000"," $15,070,285"," $15,070,285"
the good girl,the-good-girl.html," $8,000,000"," $14,018,296"," $14,018,296"
the boondock saints 2: all saints day,the-boondock-saints-2:-all-saints-day.html," $8,000,000"," $10,273,187"," $10,273,187"
shadow of the vampire,shadow-of-the-vampire.html," $8,000,000"," $8,279,017"," $8,279,017"
held up,held-up.html," $8,000,000"," $4,714,090"," $4,714,090"
showdown in little tokyo,showdown-in-little-tokyo.html," $8,000,000"," $2,275,557"," $2,275,557"
made in dagenham,made-in-dagenham.html," $8,000,000"," $1,095,369"," $1,095,369"
welcome to dongmakgol,welcome-to-dongmakgol.html," $8,000,000", $0, $0
the death and life of bobby z,the-death-and-life-of-bobby-z.html," $8,000,000", $0, $0
backstabbing for beginners,backstabbing-for-beginners.html," $8,000,000", $0, $0
(500) days of summer,(500)-days-of-summer.html," $7,500,000"," $32,425,665"," $32,425,665"
an education,an-education.html," $7,500,000"," $12,574,914"," $12,574,914"
extract,extract.html," $7,500,000"," $10,823,158"," $10,823,158"
masked and anonymous,masked-and-anonymous.html," $7,500,000"," $533,344"," $533,344"
crash,crash.html," $7,303,082"," $55,334,418"," $55,334,418"
3,3.html," $7,200,000"," $59,774"," $59,774"
juno,juno.html," $7,000,000"," $143,495,265"," $143,495,265"
the godfather,the-godfather.html," $7,000,000"," $134,966,411"," $134,966,411"
the piano,the-piano.html," $7,000,000"," $40,157,856"," $40,157,856"
capote,capote.html," $7,000,000"," $28,750,530"," $28,750,530"
the great gatsby,the-great-gatsby.html," $7,000,000"," $26,533,200"," $26,533,200"
logan's run,logan's-run.html," $7,000,000"," $25,000,000"," $25,000,000"
fargo,fargo.html," $7,000,000"," $24,567,751"," $24,567,751"
buffy the vampire slayer,buffy-the-vampire-slayer.html," $7,000,000"," $14,231,669"," $14,231,669"
"house of 1,000 corpses","house-of-1,000-corpses.html"," $7,000,000"," $12,634,962"," $12,634,962"
silver bullet,silver-bullet.html," $7,000,000"," $10,803,211"," $10,803,211"
a serious man,a-serious-man.html," $7,000,000"," $9,228,788"," $9,228,788"
get low,get-low.html," $7,000,000"," $9,176,933"," $9,176,933"
who's your caddy?,who's-your-caddy?.html," $7,000,000"," $5,694,308"," $5,694,308"
i hope they serve beer in hell,i-hope-they-serve-beer-in-hell.html," $7,000,000"," $1,429,299"," $1,429,299"
losin' it,losin'-it.html," $7,000,000"," $1,246,141"," $1,246,141"
